psi=0.01, Mdot=1e-08, M=0.1, Rd=50, last_t=2.633e+06
psi=10, Mdot=3e-07, M=0.05, Rd=150, last_t=6.850e+02
psi=10, Mdot=3e-07, M=0.05, Rd=200, last_t=5.436e+02
psi=10, Mdot=3e-07, M=0.075, Rd=100, last_t=1.327e+03
psi=10, Mdot=3e-07, M=0.075, Rd=150, last_t=9.519e+02
psi=10, Mdot=3e-07, M=0.075, Rd=200, last_t=7.548e+02
psi=10, Mdot=3e-07, M=0.1, Rd=150, last_t=1.203e+03
psi=10, Mdot=3e-07, M=0.1, Rd=200, last_t=9.544e+02
psi=10, Mdot=3e-07, M=0.125, Rd=200, last_t=1.144e+03
psi=10, Mdot=3e-07, M=0.15, Rd=200, last_t=1.327e+03
psi=10, Mdot=1e-06, M=0.05, Rd=20, last_t=9.282e+02
psi=10, Mdot=1e-06, M=0.05, Rd=50, last_t=4.136e+02
psi=10, Mdot=1e-06, M=0.05, Rd=100, last_t=2.300e+02
psi=10, Mdot=1e-06, M=0.05, Rd=150, last_t=1.643e+02
psi=10, Mdot=1e-06, M=0.05, Rd=200, last_t=1.301e+02
psi=10, Mdot=1e-06, M=0.075, Rd=20, last_t=1.306e+03
psi=10, Mdot=1e-06, M=0.075, Rd=50, last_t=5.794e+02
psi=10, Mdot=1e-06, M=0.075, Rd=100, last_t=3.212e+02
psi=10, Mdot=1e-06, M=0.075, Rd=150, last_t=2.291e+02
psi=10, Mdot=1e-06, M=0.075, Rd=200, last_t=1.814e+02
psi=10, Mdot=1e-06, M=0.1, Rd=50, last_t=7.368e+02
psi=10, Mdot=1e-06, M=0.1, Rd=100, last_t=4.075e+02
psi=10, Mdot=1e-06, M=0.1, Rd=150, last_t=2.905e+02
psi=10, Mdot=1e-06, M=0.1, Rd=200, last_t=2.295e+02
psi=10, Mdot=1e-06, M=0.125, Rd=50, last_t=8.881e+02
psi=10, Mdot=1e-06, M=0.125, Rd=100, last_t=4.905e+02
psi=10, Mdot=1e-06, M=0.125, Rd=150, last_t=3.491e+02
psi=10, Mdot=1e-06, M=0.125, Rd=200, last_t=2.760e+02
psi=10, Mdot=1e-06, M=0.15, Rd=50, last_t=1.035e+03
psi=10, Mdot=1e-06, M=0.15, Rd=100, last_t=5.707e+02
psi=10, Mdot=1e-06, M=0.15, Rd=150, last_t=4.060e+02
psi=10, Mdot=1e-06, M=0.15, Rd=200, last_t=3.208e+02
